Datetime,Tamb,RH,GHI,POA,Pac,Pdc,Tmod
10/22/23 18:00,30.42,9.41,0,0,0.001,0,20.74
10/22/23 18:30,29.05,12.96,0,0,0.001,0,19.61
10/22/23 19:00,27.88,18.41,0,0,0.001,0,18.27
10/22/23 19:30,26.63,22.16,0,0,0.002,0,16.99
10/22/23 20:00,25.42,25.17,0,0,0.003,0,16.07
10/22/23 20:30,24.33,25.1,0,0,0.004,0,15.19
10/22/23 21:00,23.4,30.12,0,0,0.003,0,14.73
10/22/23 21:30,22.76,36.56,0,0,0.004,0,15.46
10/22/23 22:00,22.67,38.47,0,0,0.004,0,15.79
10/22/23 22:30,22.69,39.09,0,0,0.004,0,15.07
10/22/23 23:00,22.51,39.77,0,0,0.004,0,14.26
10/22/23 23:30,22.07,42.71,0,0,0.004,0,13.69
10/23/23 0:00,21.57,41.96,0,0,0.004,0,13.31
10/23/23 0:30,21.11,42.92,0,0,0.004,0,13.23
10/23/23 1:00,20.75,43.06,0,0,0.004,0,13.14
10/23/23 1:30,20.51,42.37,0,0,0.003,0,13.49
10/23/23 2:00,20.41,41.83,0,0,0.004,0,13.86
10/23/23 2:30,20.44,41.76,0,0,0.004,0,13.83
10/23/23 3:00,20.42,37.87,0,0,0.004,0,13.37
10/23/23 3:30,20.31,36.1,0,0,0.004,0,12.84
10/23/23 4:00,20.16,37.73,0,0,0.004,0,12.74
10/23/23 4:30,20.06,36.34,0,0,0.004,0,13.12
10/23/23 5:00,20.05,34.8,0,0,0.004,0,13.19
10/23/23 5:30,20.04,31.39,0,0,0.003,0,13.04
10/23/23 6:00,19.98,30.09,0.001,0,0.003,0,13.21
10/23/23 6:30,19.97,27.7,0.018,0.018,0.003,0.014,13.96
10/23/23 7:00,20.25,24.22,0.075,0.09,0.059,0.091,16.79
10/23/23 7:30,21.2,15.83,0.174,0.219,0.195,0.228,23.3
10/23/23 8:00,23.21,8.53,0.274,0.348,0.323,0.363,30.37
10/23/23 8:30,25.91,5.865,0.367,0.467,0.433,0.48,35.77
10/23/23 9:00,28.84,3.136,0.446,0.569,0.518,0.573,41.77
10/23/23 9:30,31.67,1.772,0.517,0.66,0.588,0.65,46.75
10/23/23 10:00,34.07,0.613,0.575,0.733,0.64,0.705,51.56
10/23/23 10:30,35.8,0.613,0.62,0.789,0.677,0.747,54.83
10/23/23 11:00,37.3,0.681,0.649,0.831,0.702,0.776,56.98
10/23/23 11:30,38.36,0.681,0.662,0.853,0.715,0.79,57.15
10/23/23 12:00,39.11,0.749,0.655,0.85,0.707,0.785,57.78
10/23/23 12:30,39.58,0.681,0.635,0.832,0.695,0.768,56.49
10/23/23 13:00,40.02,0.681,0.6,0.789,0.661,0.732,56.33
10/23/23 13:30,40.26,0.681,0.552,0.735,0.621,0.685,55.03
10/23/23 14:00,40.29,0.681,0.492,0.662,0.565,0.624,53.09
10/23/23 14:30,39.87,0.749,0.419,0.574,0.495,0.548,49.61
10/23/23 15:00,39.24,0.681,0.335,0.471,0.404,0.451,46.01
10/23/23 15:30,38.5,0.647,0.246,0.351,0.296,0.334,42.02
10/23/23 16:00,37.6,0.613,0.153,0.219,0.173,0.204,37.08
10/23/23 16:30,36.63,0.75,0.08,0.109,0.066,0.097,33.03
10/23/23 17:00,35.62,2.76,0.021,0.02,0.003,0.018,28.51
10/23/23 17:30,34.25,7.156,0.001,0,0.002,0,25.15
10/23/23 18:00,32.67,9.54,0,0,0.002,0,23.32
10/23/23 18:30,31.19,15.13,0,0,0.001,0,21.91
10/23/23 19:00,29.82,10.02,0,0,0.002,0,20.97
10/23/23 19:30,28.85,22.09,0,0,0.003,0,22.09
10/23/23 20:00,28.44,32.32,0,0,0.005,0,21.13
10/23/23 20:30,27.95,34.91,0,0,0.005,0,21.25
10/23/23 21:00,27.54,35.25,0,0,0.005,0,21.03
10/23/23 21:30,27.2,37.5,0,0,0.005,0,20.57
10/23/23 22:00,26.88,39.28,0,0,0.005,0,20.14
10/23/23 22:30,26.54,39.35,0,0,0.005,0,20.08
10/23/23 23:00,26.25,39.96,0,0,0.005,0,19.96
10/23/23 23:30,26.04,38.8,0,0,0.005,0,19.9
10/24/23 0:00,25.94,37.16,0,0,0.005,0,20.28
10/24/23 0:30,25.88,37.98,0,0,0.005,0,19.93
10/24/23 1:00,25.75,35.87,0,0,0.005,0,19.54
10/24/23 1:30,25.61,31.44,0,0,0.005,0,19.42
10/24/23 2:00,25.44,28.78,0,0,0.005,0,18.55
10/24/23 2:30,25.14,24.9,0,0,0.004,0,17.67
10/24/23 3:00,24.68,24.49,0,0,0.004,0,17.19
10/24/23 3:30,24.18,23.12,0,0,0.004,0,16.41
10/24/23 4:00,23.67,20.87,0,0,0.004,0,15.88
10/24/23 4:30,23.19,20.8,0,0,0.004,0,15.58
10/24/23 5:00,22.74,19.78,0,0,0.004,0,15.14
10/24/23 5:30,22.32,19.99,0,0,0.003,0,15.15
10/24/23 6:00,22.01,18.56,0.001,0,0.003,0,15.07
10/24/23 6:30,21.84,17.26,0.016,0.016,0.003,0.013,15.28
10/24/23 7:00,21.97,15.28,0.076,0.095,0.061,0.097,18.12
10/24/23 7:30,22.84,9,0.192,0.25,0.225,0.259,25.33
10/24/23 8:00,24.79,2.456,0.298,0.387,0.36,0.403,32.8
10/24/23 8:30,27.46,0.886,0.399,0.519,0.478,0.529,37.89
10/24/23 9:00,30.32,0.545,0.481,0.625,0.564,0.624,42.46
10/24/23 9:30,32.89,0.613,0.55,0.714,0.633,0.698,45.99
10/24/23 10:00,34.94,0.613,0.61,0.79,0.685,0.755,50.16
10/24/23 10:30,36.77,0.681,0.656,0.844,0.72,0.795,54.99
10/24/23 11:00,38.24,0.681,0.687,0.888,0.747,0.823,57
10/24/23 11:30,39.22,0.681,0.695,0.906,0.753,0.83,58.78
10/24/23 12:00,40.06,0.681,0.692,0.907,0.744,0.824,60.01
10/24/23 12:30,40.79,0.681,0.669,0.886,0.727,0.804,59.49
10/24/23 13:00,41.24,0.749,0.635,0.85,0.701,0.774,58.98
10/24/23 13:30,41.37,0.681,0.581,0.783,0.654,0.722,57.1
10/24/23 14:00,41.24,0.749,0.516,0.709,0.597,0.66,54.18
10/24/23 14:30,41.42,0.783,0.445,0.624,0.527,0.584,53.16
10/24/23 15:00,41.45,0.681,0.354,0.509,0.433,0.482,49.59
10/24/23 15:30,40.69,0.681,0.258,0.378,0.315,0.356,45.17
10/24/23 16:00,39.46,5.347,0.174,0.261,0.206,0.239,39.01
10/24/23 16:30,37.57,4.974,0.089,0.136,0.082,0.112,32.65
10/24/23 17:00,35.92,8.25,0.019,0.021,0.003,0.015,28.48
10/24/23 17:30,34.27,10.84,0,0,0.002,0,25.43
10/24/23 18:00,32.81,17.25,0,0,0.002,0,23.9
10/24/23 18:30,31.49,20.72,0,0,0.004,0,22.97
10/24/23 19:00,30.32,20.86,0,0,0.005,0,21.86
10/24/23 19:30,29.42,22.16,0,0,0.005,0,21.74
10/24/23 20:00,28.73,25.64,0,0,0.005,0,20.85
10/24/23 20:30,28.08,28.09,0,0,0.005,0,20.09
10/24/23 21:00,27.4,31.57,0,0,0.005,0,18.58
10/24/23 21:30,26.46,30.79,0,0,0.004,0,17.26
10/24/23 22:00,25.45,24.62,0,0,0.004,0,16.49
10/24/23 22:30,24.52,27.01,0,0,0.004,0,15.9
10/24/23 23:00,23.78,29.4,0,0,0.004,0,15.27
10/24/23 23:30,23.21,32.4,0,0,0.004,0,14.77
10/25/23 0:00,22.67,32.33,0,0,0.004,0,14.31
10/25/23 0:30,22.22,30.7,0,0,0.004,0,14.31
10/25/23 1:00,21.93,29.68,0,0,0.003,0,14.37
10/25/23 1:30,21.67,30.29,0,0,0.003,0,13.65
10/25/23 2:00,21.28,28.93,0,0,0.003,0,13.21
10/25/23 2:30,20.86,26.82,0,0,0.003,0,13.21
10/25/23 3:00,20.51,25.38,0,0,0.003,0,12.83
10/25/23 3:30,20.23,28.8,0,0,0.003,0,12.56
10/25/23 4:00,19.99,27.98,0,0,0.003,0,12.77
10/25/23 4:30,19.8,23.51,0,0,0.002,0,12.55
10/25/23 5:00,19.63,28.73,0,0,0.003,0,12.39
10/25/23 5:30,19.45,25.04,0,0,0.002,0,12.14
10/25/23 6:00,19.4,17.13,0.001,0,0.002,0,12.81
10/25/23 6:30,19.63,21.22,0.016,0.016,0.002,0.013,13.4
10/25/23 7:00,19.99,16.38,0.083,0.109,0.079,0.109,17.29
10/25/23 7:30,21.16,8.32,0.192,0.256,0.229,0.264,25.08
10/25/23 8:00,23.44,3.172,0.292,0.383,0.356,0.398,33.14
10/25/23 8:30,26.45,2.728,0.382,0.499,0.46,0.51,41.13
10/25/23 9:00,29.6,0.614,0.471,0.606,0.546,0.603,47.06
10/25/23 9:30,32.47,0.613,0.547,0.703,0.62,0.683,50.78
10/25/23 10:00,34.79,0.613,0.608,0.782,0.676,0.746,52.78
10/25/23 10:30,36.37,0.613,0.651,0.84,0.714,0.789,54.64
10/25/23 11:00,37.39,0.681,0.679,0.88,0.742,0.818,55.83
10/25/23 11:30,38.16,0.681,0.692,0.904,0.753,0.829,57.09
10/25/23 12:00,38.87,0.681,0.69,0.908,0.75,0.828,57.61
10/25/23 12:30,39.4,0.681,0.662,0.877,0.724,0.8,57.76
10/25/23 13:00,39.86,0.749,0.636,0.851,0.704,0.777,57.22
10/25/23 13:30,40.56,0.749,0.599,0.805,0.67,0.74,57.06
10/25/23 14:00,40.84,0.681,0.527,0.72,0.604,0.669,54.76
10/25/23 14:30,40.7,0.749,0.442,0.621,0.527,0.583,51.07
10/25/23 15:00,40.41,0.681,0.342,0.491,0.416,0.463,48.59
10/25/23 15:30,39.65,0.647,0.206,0.292,0.24,0.276,41.33
10/25/23 16:00,38.2,3.543,0.139,0.202,0.156,0.185,35.3
10/25/23 16:30,36.7,5.485,0.072,0.103,0.059,0.087,31.74
10/25/23 17:00,35.26,7.598,0.012,0.01,0.003,0.008,27.34
10/25/23 17:30,33.72,1.84,0,0,0.002,0,24.46
10/25/23 18:00,32.3,3.374,0,0,0.002,0,23.67
10/25/23 18:30,31.14,7.294,0,0,0.002,0,22.54
10/25/23 19:00,30.03,10.43,0,0,0.002,0,20.72
10/25/23 19:30,28.81,13.57,0,0,0.001,0,19.55
10/25/23 20:00,27.66,16.57,0,0,0.001,0,18.55
10/25/23 20:30,26.6,21.07,0,0,0.001,0,17.64
10/25/23 21:00,25.66,20.33,0,0,0.002,0,16.82
10/25/23 21:30,24.83,21.15,0,0,0.002,0,16.18
10/25/23 22:00,24.08,24.9,0,0,0.002,0,15.59
10/25/23 22:30,23.42,24.08,0,0,0.002,0,15.15
10/25/23 23:00,22.88,22.03,0,0,0.002,0,14.8
10/25/23 23:30,22.47,16.71,0,0,0.002,0,14.78
10/26/23 0:00,22.2,22.65,0,0,0.002,0,14.36
10/26/23 0:30,21.86,21.76,0,0,0.002,0,13.85
10/26/23 1:00,21.49,18.76,0,0,0.001,0,13.61
10/26/23 1:30,21.21,22.11,0,0,0.001,0,13.98
10/26/23 2:00,21.05,23.68,0,0,0.002,0,13.45
10/26/23 2:30,20.84,19.52,0,0,0.001,0,13.86
10/26/23 3:00,20.75,26.48,0,0,0.002,0,13.56
10/26/23 3:30,20.57,26.61,0,0,0.002,0,12.66
10/26/23 4:00,20.18,29.34,0,0,0.002,0,12.12
10/26/23 4:30,19.77,29.48,0,0,0.002,0,12.03
10/26/23 5:00,19.47,30.16,0,0,0.002,0,11.82
10/26/23 5:30,19.25,29.68,0,0,0.002,0,11.74
10/26/23 6:00,19.09,31.6,0.001,0.001,0.002,0.001,12.1
10/26/23 6:30,19.11,29.28,0.02,0.021,0.003,0.018,12.93
10/26/23 7:00,19.52,25.66,0.098,0.12,0.086,0.118,16.75
10/26/23 7:30,20.66,21.08,0.15,0.191,0.164,0.195,23.34
10/26/23 8:00,22.73,14.46,0.274,0.35,0.324,0.364,29.22
10/26/23 8:30,25.4,7.706,0.36,0.457,0.421,0.469,38.42
10/26/23 9:00,28.65,6.033,0.437,0.55,0.499,0.552,44.02
10/26/23 9:30,31.26,5.044,0.482,0.606,0.544,0.602,44.28
10/26/23 10:00,32.97,4.362,0.49,0.613,0.546,0.604,45.83
10/26/23 10:30,34.18,3.203,0.567,0.711,0.623,0.689,47.44
10/26/23 11:00,35.19,1.363,0.591,0.747,0.645,0.713,48.92
10/26/23 11:30,36.15,1.942,0.679,0.878,0.733,0.811,53.51
10/26/23 12:00,37.04,0.954,0.6,0.774,0.653,0.722,51.89
10/26/23 12:30,37.58,0.818,0.566,0.719,0.611,0.677,50.13
10/26/23 13:00,37.94,1.056,0.484,0.601,0.516,0.572,48.58
10/26/23 13:30,37.82,0.613,0.461,0.559,0.49,0.543,44.58
10/26/23 14:00,37.6,2.521,0.367,0.426,0.369,0.413,43.49
10/26/23 14:30,37.08,3.339,0.291,0.326,0.289,0.327,37.8
10/26/23 15:00,36.37,6.065,0.311,0.395,0.344,0.385,39.44
10/26/23 15:30,35.79,6.61,0.265,0.365,0.308,0.347,38.44
10/26/23 16:00,35.28,7.36,0.154,0.212,0.163,0.197,34.94
10/26/23 16:30,34.39,9.34,0.038,0.042,0.003,0.037,28
10/26/23 17:00,33.13,13.97,0.017,0.017,0.002,0.015,25.33
10/26/23 17:30,31.88,18.81,0,0,0.002,0,22.96
10/26/23 18:00,30.61,23.72,0,0,0.004,0,21.28
10/26/23 18:30,29.35,24.48,0,0,0.004,0,20.16
10/26/23 19:00,28.29,31.5,0,0,0.004,0,19.25
10/26/23 19:30,27.25,33.69,0,0,0.004,0,18.35
10/26/23 20:00,26.26,35.25,0,0,0.004,0,17.64
10/26/23 20:30,25.46,36.56,0,0,0.004,0,17.41
10/26/23 21:00,24.91,32.2,0,0,0.004,0,17.32
10/26/23 21:30,24.57,37.18,0,0,0.004,0,17.01
10/26/23 22:00,24.13,38.74,0,0,0.004,0,15.98
10/26/23 22:30,23.57,42.09,0,0,0.004,0,15.78
10/26/23 23:00,23.12,43.18,0,0,0.004,0,15.04
10/26/23 23:30,22.66,41.2,0,0,0.004,0,14.68
10/27/23 0:00,22.23,38.48,0,0,0.004,0,14.49
10/27/23 0:30,21.89,35.95,0,0,0.004,0,14.33
10/27/23 1:00,21.68,33.43,0,0,0.003,0,14.69
10/27/23 1:30,21.58,34.25,0,0,0.003,0,14.62
10/27/23 2:00,21.43,33.64,0,0,0.003,0,14.28
10/27/23 2:30,21.28,32.61,0,0,0.003,0,14.57
10/27/23 3:00,21.18,32.27,0,0,0.003,0,14.37
10/27/23 3:30,21.1,31.9,0,0,0.003,0,13.99
10/27/23 4:00,20.97,33.03,0,0,0.003,0,13.59
10/27/23 4:30,20.72,33.91,0,0,0.003,0,13.21
10/27/23 5:00,20.46,30.43,0,0,0.003,0,13.85
10/27/23 5:30,20.4,25.04,0,0,0.003,0,13.75
10/27/23 6:00,20.43,25.32,0,0,0.002,0,13.79
10/27/23 6:30,20.5,24.36,0.016,0.015,0.003,0.011,14.15
10/27/23 7:00,20.86,18.18,0.061,0.069,0.034,0.068,17.37
10/27/23 7:30,21.8,12.55,0.123,0.136,0.114,0.141,21.99
10/27/23 8:00,23.48,7.64,0.219,0.245,0.223,0.256,27.33
10/27/23 8:30,25.87,2.728,0.234,0.272,0.247,0.283,32.82
10/27/23 9:00,28.29,2.762,0.351,0.442,0.401,0.447,36.7
10/27/23 9:30,30.65,0.682,0.453,0.575,0.513,0.568,43.22
10/27/23 10:00,33.08,0.613,0.52,0.653,0.571,0.632,46.86
10/27/23 10:30,35.32,0.613,0.664,0.861,0.724,0.799,53.12
10/27/23 11:00,37.14,0.681,0.651,0.859,0.717,0.792,53.3
10/27/23 11:30,38.57,0.681,0.694,0.92,0.755,0.834,56.7
10/27/23 12:00,39.62,0.681,0.678,0.902,0.738,0.817,55.9
10/27/23 12:30,40.24,0.681,0.653,0.876,0.719,0.796,55.5
10/27/23 13:00,40.65,0.681,0.611,0.828,0.683,0.754,55.73
10/27/23 13:30,40.83,0.681,0.563,0.773,0.645,0.713,52.29
10/27/23 14:00,40.59,0.681,0.495,0.687,0.578,0.639,51.26
10/27/23 14:30,40.5,0.681,0.417,0.589,0.496,0.551,48.67
10/27/23 15:00,40.33,0.681,0.329,0.475,0.399,0.445,45.59
10/27/23 15:30,39.43,1.226,0.246,0.36,0.296,0.334,40.41
10/27/23 16:00,37.4,2.419,0.152,0.228,0.174,0.205,34.39
10/27/23 16:30,35.57,3.475,0.067,0.097,0.046,0.079,30.11
10/27/23 17:00,34.08,4.702,0.014,0.013,0.003,0.01,26.21
10/27/23 17:30,32.71,7.226,0,0,0.002,0,23.59
10/27/23 18:00,31.33,10.97,0,0,0.002,0,21.77
10/27/23 18:30,29.84,10.98,0,0,0.001,0,20.37
10/27/23 19:00,28.67,15.62,0,0,0.002,0,19.62
10/27/23 19:30,27.67,20.59,0,0,0.002,0,18.99
10/27/23 20:00,26.85,25.43,0,0,0.003,0,18.16
10/27/23 20:30,25.98,32.46,0,0,0.003,0,17.28
10/27/23 21:00,25.32,35.74,0,0,0.004,0,17.19
10/27/23 21:30,24.73,34.24,0,0,0.004,0,16.61
10/27/23 22:00,24.17,31.24,0,0,0.003,0,16.21
10/27/23 22:30,23.6,26.74,0,0,0.003,0,15.52
10/27/23 23:00,23.07,23.53,0,0,0.003,0,15.29
10/27/23 23:30,22.57,21.42,0,0,0.003,0,15.25
10/28/23 0:00,22.23,22.17,0,0,0.002,0,14.64
10/28/23 0:30,21.9,22.65,0,0,0.002,0,14
10/28/23 1:00,21.53,22.31,0,0,0.002,0,13.72
10/28/23 1:30,21.16,22.93,0,0,0.002,0,13.06
10/28/23 2:00,20.75,23.54,0,0,0.001,0,12.73
10/28/23 2:30,20.33,24.16,0,0,0.001,0,12.39
10/28/23 3:00,19.94,24.26,0,0,0.001,0,12.31
10/28/23 3:30,19.64,24.29,0,0,0.002,0,12.18
10/28/23 4:00,19.41,25.66,0,0,0.002,0,12.3
10/28/23 4:30,19.36,23.99,0,0,0.002,0,12.59
10/28/23 5:00,19.39,28.11,0,0,0.002,0,12.7
10/28/23 5:30,19.43,30.57,0,0,0.002,0,12.82
10/28/23 6:00,19.54,32,0,0,0.002,0,12.6
10/28/23 6:30,19.68,34.39,0.014,0.015,0.002,0.011,13.18
10/28/23 7:00,19.97,35.07,0.076,0.098,0.043,0.08,16.26
10/28/23 7:30,20.93,28.21,0.174,0.231,0.201,0.234,22.87
10/28/23 8:00,22.72,21.69,0.274,0.359,0.329,0.369,30.64
10/28/23 8:30,25.12,17.87,0.369,0.482,0.44,0.488,38.39
10/28/23 9:00,27.92,18.14,0.454,0.59,0.533,0.589,43.02
10/28/23 9:30,30.44,8.79,0.525,0.687,0.607,0.669,46.37
10/28/23 10:00,32.79,4.566,0.585,0.767,0.662,0.73,50.78
10/28/23 10:30,34.85,1.09,0.629,0.827,0.701,0.773,53.38
10/28/23 11:00,36.43,0.681,0.659,0.869,0.72,0.798,55.87
10/28/23 11:30,37.72,0.681,0.675,0.891,0.736,0.812,57.53
10/28/23 12:00,38.48,0.681,0.668,0.887,0.728,0.803,58.48
10/28/23 12:30,39.26,0.715,0.641,0.858,0.702,0.776,59.03
10/28/23 13:00,40.22,0.681,0.605,0.82,0.673,0.744,58.01
10/28/23 13:30,40.37,0.681,0.559,0.764,0.636,0.703,54.74
10/28/23 14:00,39.97,0.681,0.489,0.678,0.57,0.631,52.31
10/28/23 14:30,39.46,0.749,0.408,0.575,0.489,0.542,46.78
10/28/23 15:00,38.46,1.567,0.325,0.47,0.399,0.445,42.46
10/28/23 15:30,37.29,2.896,0.24,0.356,0.293,0.33,38.55
10/28/23 16:00,36.1,6.337,0.149,0.225,0.171,0.202,34.47
10/28/23 16:30,34.67,10.15,0.067,0.099,0.047,0.078,29.7
10/28/23 17:00,33.38,13.02,0.013,0.012,0.002,0.01,25.89
10/28/23 17:30,32.13,23.65,0,0,0.002,0,23.56
10/28/23 18:00,30.73,31.08,0,0,0.004,0,22.33
10/28/23 18:30,29.45,31.02,0,0,0.005,0,21.45
10/28/23 19:00,28.46,35.25,0,0,0.005,0,21.08
10/28/23 19:30,27.69,37.44,0,0,0.005,0,20.73
10/28/23 20:00,27.12,38.12,0,0,0.005,0,20.08
10/28/23 20:30,26.64,38.87,0,0,0.005,0,19.47
10/28/23 21:00,26.21,40.85,0,0,0.005,0,18.73
10/28/23 21:30,25.77,43.24,0,0,0.005,0,17.76
10/28/23 22:00,25.21,44.82,0,0,0.004,0,17.19
10/28/23 22:30,24.55,44,0,0,0.004,0,16.59
10/28/23 23:00,23.82,38.74,0,0,0.004,0,15.46
10/28/23 23:30,23.13,38.81,0,0,0.004,0,14.49
10/29/23 0:00,22.44,37.66,0,0,0.004,0,13.78
10/29/23 0:30,21.79,31.04,0,0,0.003,0,12.87
10/29/23 1:00,21.19,31.32,0,0,0.003,0,12.43
10/29/23 1:30,20.72,32,0,0,0.003,0,12.08
10/29/23 2:00,20.3,31.59,0,0,0.002,0,11.96
10/29/23 2:30,19.95,30.98,0,0,0.002,0,11.78
10/29/23 3:00,19.73,32.69,0,0,0.003,0,12.31
10/29/23 3:30,19.66,34.53,0,0,0.003,0,12.68
10/29/23 4:00,19.7,33.98,0,0,0.003,0,12.83
10/29/23 4:30,19.7,34.43,0,0,0.003,0,12.6
10/29/23 5:00,19.63,34.46,0,0,0.003,0,12.39
10/29/23 5:30,19.6,35.35,0,0,0.003,0,13.05
10/29/23 6:00,19.74,37.63,0.001,0,0.003,0,13.59
10/29/23 6:30,19.96,38.14,0.017,0.017,0.003,0.013,14.15
10/29/23 7:00,20.4,32.07,0.086,0.109,0.051,0.086,17.41
10/29/23 7:30,21.49,26,0.16,0.209,0.179,0.21,23.88
10/29/23 8:00,23.54,23.67,0.267,0.351,0.315,0.355,29.1
10/29/23 8:30,26.12,23.25,0.371,0.486,0.443,0.491,34.39
10/29/23 9:00,28.57,17.86,0.449,0.592,0.531,0.586,39.41
10/29/23 9:30,30.84,11.72,0.519,0.687,0.605,0.667,43.75
10/29/23 10:00,32.93,5.248,0.576,0.762,0.655,0.725,48.28
10/29/23 10:30,34.89,3.407,0.617,0.816,0.689,0.761,53.12
10/29/23 11:00,36.47,0.613,0.646,0.854,0.712,0.787,55.7
10/29/23 11:30,37.49,0.681,0.661,0.878,0.72,0.798,56.87
10/29/23 12:00,38.68,0.681,0.657,0.878,0.717,0.792,57.68
10/29/23 12:30,39.69,0.681,0.634,0.853,0.696,0.77,58.44
10/29/23 13:00,39.92,0.681,0.6,0.815,0.67,0.742,56.61
10/29/23 13:30,39.88,0.681,0.547,0.754,0.624,0.69,55.11
10/29/23 14:00,39.98,0.681,0.488,0.679,0.568,0.627,53.19
10/29/23 14:30,40.02,0.715,0.398,0.56,0.47,0.522,48.84
10/29/23 15:00,39.63,3.61,0.277,0.392,0.325,0.367,44.26
10/29/23 15:30,38.61,7.017,0.167,0.232,0.185,0.217,36.49
10/29/23 16:00,37.18,9.88,0.125,0.177,0.133,0.162,33.61
10/29/23 16:30,35.75,14.58,0.07,0.099,0.046,0.08,30.5
10/29/23 17:00,34.36,16.63,0.019,0.018,0.002,0.016,26.66
10/29/23 17:30,32.89,18.06,0,0,0.003,0,24.08
10/29/23 18:00,31.52,18.75,0,0,0.003,0,22.77
10/29/23 18:30,30.25,22.84,0,0,0.004,0,21.12
10/29/23 19:00,29.07,27.68,0,0,0.004,0,20.16
10/29/23 19:30,28.15,37.71,0,0,0.004,0,19.79
10/29/23 20:00,27.42,41.73,0,0,0.005,0,19.87
10/29/23 20:30,26.87,42.69,0,0,0.005,0,19.65
10/29/23 21:00,26.4,44.26,0,0,0.005,0,18.47
10/29/23 21:30,25.78,46.04,0,0,0.005,0,17.83
10/29/23 22:00,25.14,39.36,0,0,0.005,0,17.01
10/29/23 22:30,24.49,40.89,0,0,0.004,0,16.2
10/29/23 23:00,23.89,38.68,0,0,0.004,0,15.32
10/29/23 23:30,23.22,37.79,0,0,0.004,0,14.51
10/30/23 0:00,22.54,36.63,0,0,0.004,0,13.96
10/30/23 0:30,21.98,34.93,0,0,0.003,0,13.71
10/30/23 1:00,21.53,35.34,0,0,0.003,0,13.59
10/30/23 1:30,21.25,37.53,0,0,0.003,0,13.81
10/30/23 2:00,21.08,36.09,0,0,0.003,0,13.7
10/30/23 2:30,20.95,35.76,0,0,0.003,0,13.91
10/30/23 3:00,20.91,37.67,0,0,0.004,0,14.13
10/30/23 3:30,20.9,39,0,0,0.004,0,14.26
10/30/23 4:00,20.88,32.62,0,0,0.003,0,13.94
10/30/23 4:30,20.85,30.67,0,0,0.003,0,14.46
10/30/23 5:00,20.85,32.96,0,0,0.003,0,14.29
10/30/23 5:30,20.8,32.69,0,0,0.003,0,13.76
10/30/23 6:00,20.67,38.08,0,0,0.003,0,13.71
10/30/23 6:30,20.53,34.39,0.019,0.019,0.003,0.015,13.96
10/30/23 7:00,20.58,25.45,0.078,0.093,0.043,0.08,16.77
10/30/23 7:30,21.44,16.58,0.17,0.212,0.182,0.214,23.61
10/30/23 8:00,23.39,15.14,0.249,0.316,0.286,0.323,31.11
10/30/23 8:30,25.95,13.74,0.334,0.428,0.388,0.433,36.65
10/30/23 9:00,28.61,8.86,0.381,0.504,0.449,0.498,42.8
10/30/23 9:30,31.05,7.294,0.495,0.644,0.569,0.629,46.51
10/30/23 10:00,32.97,3.612,0.548,0.711,0.617,0.681,49.88
10/30/23 10:30,34.5,0.613,0.618,0.8,0.68,0.752,51.49
10/30/23 11:00,35.76,0.647,0.592,0.769,0.653,0.722,51.21
10/30/23 11:30,36.38,0.818,0.626,0.825,0.694,0.767,51.59
10/30/23 12:00,37.35,0.681,0.624,0.827,0.687,0.761,54.27
10/30/23 12:30,38.05,0.681,0.6,0.803,0.671,0.742,51.81
10/30/23 13:00,38.55,0.681,0.58,0.783,0.655,0.724,51.33
10/30/23 13:30,38.82,0.681,0.509,0.691,0.583,0.644,50.27
10/30/23 14:00,38.67,0.613,0.423,0.576,0.49,0.543,46.25
10/30/23 14:30,37.84,0.613,0.335,0.457,0.39,0.436,40.91
10/30/23 15:00,36.98,0.75,0.312,0.424,0.358,0.401,40.6
10/30/23 15:30,36.26,1.635,0.249,0.348,0.286,0.323,38.05
10/30/23 16:00,35.52,3.066,0.137,0.179,0.135,0.164,34
10/30/23 16:30,34.42,5.555,0.053,0.06,0.018,0.053,29.27
10/30/23 17:00,33.22,9.54,0.013,0.01,0.002,0.009,26.42
10/30/23 17:30,31.93,18.06,0,0,0.002,0,24.49
10/30/23 18:00,30.78,22.02,0,0,0.004,0,23.24
10/30/23 18:30,29.79,30.33,0,0,0.005,0,22.47
10/30/23 19:00,29.08,25.5,0,0,0.005,0,21.62
10/30/23 19:30,28.5,22.16,0,0,0.005,0,20.93
10/30/23 20:00,27.88,24.89,0,0,0.004,0,20.71
10/30/23 20:30,27.41,26.87,0,0,0.004,0,20.27
10/30/23 21:00,27,30.48,0,0,0.004,0,19.91
10/30/23 21:30,26.52,31.81,0,0,0.004,0,19.7
10/30/23 22:00,26.15,32.59,0,0,0.004,0,19.52
10/30/23 22:30,25.86,33.35,0,0,0.004,0,19.16
10/30/23 23:00,25.61,32.4,0,0,0.004,0,19.09
10/30/23 23:30,25.44,30.9,0,0,0.004,0,19.1
10/31/23 0:00,25.26,26.19,0,0,0.004,0,19.06
10/31/23 0:30,25.1,27.42,0,0,0.004,0,19.31
10/31/23 1:00,25.02,27.63,0,0,0.004,0,18.53
10/31/23 1:30,24.87,26.19,0,0,0.004,0,17.83
10/31/23 2:00,24.67,21.35,0,0,0.004,0,18.19
10/31/23 2:30,24.56,12.72,0,0.001,0.004,0,19.3
10/31/23 3:00,24.95,12.14,0,0,0.004,0,21.57
